"app_uuid","name","app_photo","description","rating","functionalities","main_functionalities","integrations","tags","comments","website","created_at","updated_at","app_provider_uuid","app_category_uuid"
"8c5abe02-67ef-4889-abac-5520e90d483b",Sittax Simples,f9281cd4-bb28-46e1-a6df-aaefaa0360cb,"A Sittax Simples é uma solução SaaS robusta projetada para modernizar o departamento fiscal de empresas do Simples Nacional. Simplifica a gestão tributária ao automatizar a análise de notas fiscais, a segregação de tributos como Monofásico e ST, e a transmissão de dados para o portal oficial. Além disso, a ferramenta agiliza a geração de Guias DAS, relatórios de auditoria e o envio de informações críticas aos empresários, integrando-se perfeitamente ao software contábil do contador para uma eficiência operacional sem precedentes.",0.0,,,,,,https://www.sittax.com.br/,2024-04-16 06:27:22.000,2024-04-16 06:27:23.000,"793e19c5-f8a0-47e2-9baa-99e29b0c5f2d",
"43830cc6-a25a-45b3-a69c-777840c94cc5",Elo Fiscal,"35464db2-559f-470e-a821-dd8efaa537dc","Elo fiscal  é uma solução de gestão e automação de documentos fiscais eletrônicos, projetada para descomplicar e otimizar a conformidade fiscal das empresas. Com recursos avançados, como a automação no cálculo do ICMS-ST e DIFAL, e o módulo de auditoria Análise Tax e Sped, o Elo fiscal se destaca por sua capacidade de transformar processos fiscais complexos em operações simples, seguras e eficientes.",0.0,,,,,,https://elofiscal.com/,2024-04-11 15:18:24.000,2024-04-11 15:18:26.000,b1e3d25f-8502-4a1f-af69-2ead1eea86e7,
f1b65277-8833-439e-81e4-395661a25d45,Tax Sheets,e756cd0b-5866-4da9-a391-0270460b8475,Agilidade e autonomia com arquivos fiscais do SPED. Transforme arquivos fiscais do SPED em planilhas editáveis do Excel e dê um salto na sua produtividade.,0.0,,,,,,https://www.taxceladdins.com.br/,2024-04-12 09:59:55.000,2024-04-12 09:59:57.000,"6c33dd14-52f6-4c1b-8757-84e4cf641d54",
"70e1f42d-7f4a-41d3-af79-1f25892aa862",Sistema MA,"4251f8ec-50d2-4719-9367-a3770c6a4363","O Sistema MA é uma ferramenta para análise de dados dedicada para realização dos trabalhos de auditorias, perícias, consultorias, Due Diligence, levantamento de crédito administrativo e judicial, recuperação judicial de empresas, retificação de arquivos SPED, geração de arquivos como CAT42-SP, e-CredAc, DRCST-SC, ADRC-ST-PR, Fichas das PER/DCOMP, entre outros.",0.0,,,,,,https://www.matecnologias.com.br/,2024-05-06 16:32:01.000,2024-05-06 16:32:03.000,e3070654-e953-4bce-a8cb-40b2b13bef3b,
"67c2c9e2-4ad9-4d22-b1b5-ca1494f95643",Tax Dashs,e756cd0b-5866-4da9-a391-0270460b8475,Data analytics aplicado à gestão tributária. Visualize as suas informações fiscais em relatórios interativos no Power BI e obtenha insights valiosos para sua empresa.,0.0,,,,,,https://www.taxceladdins.com.br/,2024-04-12 09:59:55.000,2024-04-12 09:59:57.000,"6c33dd14-52f6-4c1b-8757-84e4cf641d54",
"690f5bb5-f070-4c43-99ce-d234626ce196",Busca Legal T2,"564c80fb-d9e6-4263-b04d-f035d91bd99e","Já pensou em abrir a tela de seu computador e perguntar qual é a tributação de um produto, tanto em operações internas quanto interestaduais? Pois é, isso já é possível com o Busca.Legal T2, seu Assistente Pessoal Tributário! E se você tiver a NCM ou o Código de Barras desse produto, fica mais fácil ainda!",0.0,,,,,,https://busca.legal/,2024-03-12 11:53:36.000,2024-04-12 11:53:38.000,"410684d6-1c37-4986-a53a-bea0fafc79fa",
"98f46972-31f1-459b-bfee-6d0d7ee22f0b",Busca Legal TS,"564c80fb-d9e6-4263-b04d-f035d91bd99e","O Busca Legal TS (Tax Search) é uma plataforma tecnológica que combina recursos de Inteligência Artificial com a curadoria humana de consultores experts em Tributação. o resultado disso vai além de acompanhar as mudanças diárias na tributação, pois conseguimos não apenas avisar nossos clientes dos novos atos legais e normativos, mas chegamos a resumir e identificar o que impacta cada negócio. Chegamos ao detalhe de entregar tarefas individuais, para cada colaborador dentro dos times do nosso clientes, diretamente em ferramentas de workflow de mercado, para suportar os impactos das mudanças diárias nos negócios, facilitando com isso a manutenção da empresa em Conformidade.",0.0,,,,,,https://busca.legal/,2024-04-12 11:53:36.000,2024-04-12 11:53:38.000,"410684d6-1c37-4986-a53a-bea0fafc79fa",
"97c0be54-0551-488b-9e3b-b26e15628d54",Brinta Cloud,c88c0f01-440e-4e78-9bc0-dfc257b3fa48,"Brinta é uma plataforma em nuvem de compliance fiscal para a América Latina e Brasil. Realiza o cálculo de impostos em tempo real; faz a busca e emissão de documentos fiscais, e; realiza o preparo, cruzamento e transmissão de obrigações acessórias. Integra com qualquer ERP e pode ser implementado em até 7 dias.",0.0,,,,,,https://www.brinta.com/pt,2024-04-16 06:40:16.000,2024-04-16 06:40:18.000,"26159572-1323-4826-b633-fa4dd381abc1",
"01f99a6a-f882-4e42-9c96-2779a88c5129",Revizia,c5ce1bcf-079a-4383-8d85-d2d5918a87b3,Uma das principais funcionalidades do Revizia é sua capacidade de automatizar o processo de conformidade tributária,0.0,"Conformidade Tributária Automatizada, Painel de Oportunidades,  Relatórios Personalizados e Inteligência Fiscal",,SAP,,,https://revizia.com.br,2025-01-23 07:35:40.000,2025-01-23 07:35:40.000,"87b78f7e-4a90-4a1d-a62a-6302c318ce1d",
"07a11dd8-087f-4b4f-b11d-95cefe6a605a",Tax True,fb24b981-2e1f-4466-8500-cee3c9fe40db,"O TAX TRUE é uma solução tecnológica da ROIT voltada à conciliação das apurações assistidas. Ele valida as informações fiscais através da conferência sistemática entre cinco bases de dados: os documentos fiscais eletrônicos (DF-e), a Receita Federal, o Comitê Gestor do IBS, o ERP e o extrato bancário.",0.0,,,"[""Protheus"",""Oracle"",""SAP Business One"",""Outros""]",,,https://www.roit.com.br/conheca-tax-true,2024-04-12 09:59:55.000,2024-04-12 09:59:57.000,"0666f458-21f5-4ab0-ac85-e7bcfd03e637","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
"8cfbecf8-3d81-45c5-a380-e9944c48a91c",Discovery,fb24b981-2e1f-4466-8500-cee3c9fe40db,"Com o Discovery, você enxerga o que pode melhorar, quanto pode recuperar e qual será o impacto real no seu resultado, tudo de forma integrada e visual. Uma análise tributária profunda, que vai além da superfície, revelando oportunidades ocultas de recuperação e garantindo a competitividade da sua empresa durante a transição da Reforma Tributária. Tecnologia de ponta a serviço da saúde financeira e da inteligência fiscal do seu negócio.",0.0,,,[],,,https://www.roit.com.br/taxdiscovery,2024-05-12 09:59:55.000,2024-04-12 09:59:57.000,"0666f458-21f5-4ab0-ac85-e7bcfd03e637","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
d7e0a482-7b59-459e-8ced-3a3025096ffe,Legal tech,"786d3398-b44d-4814-8976-6acd44dd227b","Legal tech com base em IA para auxiliar nas demandas do dia a dia, revisão de contratos e documentos, análise com auxílio do chat conversacional.",0.0,"",,"[""sem integração""]",,,https://lopti.ai,2025-07-18 11:53:36.000,2025-07-18 11:53:38.000,b83681c4-a4a7-4b69-81bb-f87dd06c8c26,"8673e071-1348-431a-b2d6-068573eb48eb"
ddf11fa7-e78e-4fe0-8312-b84d31c09cad,Camu - Recebimento de Notas fiscais,"2e404ade-b298-4484-af43-5db0085c0c5b",Recebimento de notas fiscais e integração com o ERP,0.0,"",,"[""SAP B1""]",,,www.camu.com.br,2025-06-09 11:53:36.000,2024-06-09 11:53:38.000,"3bc6b75d-4767-4fdb-8c44-d6eba488d3af","8673e071-1348-431a-b2d6-068573eb48eb"
"5be55669-2c77-4acc-b071-ee8f17a88fdc",Numix,"4a50b71b-5fca-464a-84af-1a99c59dd1a0","Numix automatiza a comunicação com clientes de escritórios de contabilidade no Brasil, entregando respostas instantâneas e humanizadas por meio de IA. A plataforma se integra diretamente às ferramentas de gestão de tarefas existentes, reduzindo a comunicação manual e aumentando a eficiência.",0.0,entregando respostas instantâneas e humanizadas por meio de IA,,"[""Gestta Messenger, Gestta""]",,,www.numix.tech,2025-04-24 11:53:36.000,2024-04-24 11:53:38.000,"2e7540a5-5637-4336-8b5e-4804fa60be2d","8673e071-1348-431a-b2d6-068573eb48eb"
"115dd659-c129-4a74-bae4-fb4dd965cb08",Simões Pires,c31f020a-7f17-4239-b910-95950f1432a4,"Sendo base para a tomada de decisão de negócios, temos como propósito estar perto e junto dos nossos clientes e time. Entregando soluções com eficiência, excelência e tecnologia",,,"","[""""n/a""""]",,,www.simoespires.com,2025-07-10 01:02:09.810,2025-07-10 01:02:12.704,"5af6e61f-ea89-4172-aacf-4e9a51ec8a6d",
a13afa25-24fa-4eac-ae64-8714f4ac0032,SynTAX,"5bbbb7ed-9f64-49a5-8004-0d7b94839c72","O motor de Cálculo Tributário da Mastery, projetado para transformar a complexidade tributária brasileira em um processo ágil e preciso.",0.0,"",,[],,,www.masteryecommerce.tech,2025-05-12 11:53:36.000,2025-05-12 11:53:38.000,"4be92c50-672b-4a81-b5c2-802da8b7004f","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
"472a30b1-8e5f-4b6b-b435-11e4ec19788c",Supplier Manager,,"O Portal Supplier Manager é a mais moderna tecnologia, para o gerenciamento dos seus prestadores de serviço. Controle todas as entradas e saídas de NFs, escrituração, divergências de dados, capturas de notas, guarda e registro de evidências, conversão dos dados, dentre muitas outras funcionalidades. Desenvolvida e aplicada com foco em Governança & Compliance, dando segurança à gestão do processo e tranquilidade para o board das empresas.",,,"","{""Oracle EBS/Fusion e Cloud"",""SAP"",""TOTVZ""}",,,https://tscti.com.br,2025-08-27 22:43:26.442,2025-08-27 22:43:27.472,"333cd646-eabb-4f70-a7cf-23818c226fab","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
"51b1040b-55e9-42ae-a46b-f0b352c3b4fd",Corretor Automático do SPED e-Auditoria,,"Corrija SPEDs com rapidez e precisão. O Corretor Automático identifica erros, aplica regras fiscais e gera um novo arquivo pronto para envio, sem complicação nem retrabalho. Mais que isso, ele identifica omissões, divergências e dados inválidos automaticamente; gera novo SPED corrigido em segundos, com base nas regras mais atualizadas; e elimina erros que impedem transmissão, geram autuações e multas por informações inconsistentes.",,,"","{""SIEG"",""E-CAC"",""Receita NetBx,"",""4lions (notas de entrada)""}",,,https://www.e-auditoria.com.br/,2025-08-27 23:10:02.042,2025-08-27 23:10:03.692,fa256a33-d4ff-4336-9d81-7ced0888645a,"8673e071-1348-431a-b2d6-068573eb48eb"
"2b0b041d-d8b3-4d37-a1ec-03fa4088d6db",V360,,"O V360 começa pela captura multicanal e leitura inteligente de notas fiscais, pronta para os novos campos da Reforma Tributária. A partir daí, aplica validações totalmente customizáveis, com regras de negócio no code que podem ser configuradas do zero, além de workflows automáticos de tratativa para qualquer divergência. Assim, já automatizamos milhares de tarefas manuais e liberamos as maiores empresas do Brasil para focar no que fazem melhor: crescer. Com a complexidade da Reforma, nosso papel é ainda mais estratégico — simplificar o impossível e transformar sua esteira de pagamentos em vantagem competitiva.",,,"","{""SAP"",""Oracle"",""PROTHEUS""}",,,https://v360.io/,2025-09-15 23:23:06.431,2025-09-15 23:23:06.813,bcd60189-f640-4ce6-8682-b6c4b76eabfe,"8673e071-1348-431a-b2d6-068573eb48eb"
"2d2b5514-52ee-4ae0-85ce-467092c03ec9",Programa Avançado Implementação da Reforma Tributária,,"O Programa Avançado da Reforma Tributária oferece uma formação aprofundada sobre as mais recentes mudanças no sistema tributário brasileiro, com foco aplicado e prático. Ele abrange os principais temas da reforma — incluindo impostos federais, estaduais e municipais — apresentando estudos de caso, impactos econômicos e estratégias de adequação para profissionais de contabilidade, auditoria, advocacia tributária, consultoria e gestão pública.
",,,"","[""n/a""]",,,www.trevisan.edu.br,2025-10-08 23:37:13.917,2025-10-08 23:37:14.262,ef0d15dd-2f7d-4c7a-838f-0f94d1ae538d,eb1fec79-c338-4cfa-ae51-685c89670d53
"78f67dba-17bc-41d5-9f78-f448496366ec",Full Tax Service,"5ca7c21b-9202-4fa2-8f4d-49ef835d0e9e","No escritório Menndel & Melo Advocacia oferecemos uma solução completa em consultoria, controladoria e gestão fiscal e tributária com nosso serviço Full Tax Service.",0.0,"",,[],,,https://menndel.com/,2025-05-25 11:53:36.000,2024-05-25 11:53:38.000,"2eee6707-d20f-45af-ae3d-0c25a2ac78af","2f933d40-314e-436d-ae09-1afa8537ef7a"
"4e32b40e-5326-4822-ab2d-db7a53fed78d",Consultoria de implementação da Reforma Tributária,,"Consultoria de implementação da Reforma Tributária, contemplando: Capacitação, Diagnóstico de impactos, Modelagem de cenários, Calculadora, Classificação fiscal, Saneamento cadastral e Operação assistida.",,,"","[""Kolossus""]",,,tax5.com.br,2025-10-08 22:57:44.935,2025-10-08 22:57:45.401,"5aca7b64-d6f4-4395-84ec-227972f8f54b","2f933d40-314e-436d-ae09-1afa8537ef7a"
"5d3e1333-1b5d-437b-b91c-395947e7857a",Conta Digital Empresarial Logisbank,,"A Conta Digital Empresarial Logisbank é uma solução completa para empresas que buscam praticidade, segurança e autonomia na gestão financeira. Permite realizar transferências (Pix, TED, boletos), acompanhar o fluxo de caixa e centralizar operações bancárias em uma plataforma simples e eficiente — mesmo para negócios com restrições financeiras.",,,"","{""Integrações com ERPs e sistemas de gestão financeira (via API aberta).""}",,,https://www.logisbank.com.br/,2025-10-09 23:32:16.910,2025-10-09 23:32:17.586,d6e6dfc5-5a75-48e9-b67c-4eb268453a3b,"8673e071-1348-431a-b2d6-068573eb48eb"
f84003af-5682-4ef8-bd40-13b65a4c4f75,Total Compliance,"7efa874c-4d6a-47d6-919f-41fd174a162e","A solução fiscal SAP TOTAL COMPLIANCE atende em sua plenitude todas as necessidades e demandas impostas pelo fisco ao contribuinte brasileiro.

Desenvolvida para SAP ECC e SAP S/4HANA , os resultados são vistos em tempo real possibilitando ao usuário navegar nos documentos de origem. ",,,"","[""SAP ECC"",""SAP S/4 HANA""]",,,https://www.solutioit.com.br/sap-total-compliance,2025-11-12 14:38:49.174,2025-11-12 14:38:50.587,"55e98423-fea8-4027-a6e3-78ce6e40808b","8673e071-1348-431a-b2d6-068573eb48eb"
"120f5148-7aa0-422d-abe5-bdc47df5e183",Educação e Mentoria Tributária,"822507b7-abad-494f-8e95-120cd2f1629b","A Tributariou Educational Services desenvolve programas educacionais e mentorias voltadas à formação de profissionais e empresas na nova era tributária. A metodologia é prática, atualizada e baseada em dados reais, com foco na Reforma Tributária e em estratégias de precificação e gestão fiscal.",,,"","[""n/a""]",,,www.tributariou.com.br,2025-11-03 22:47:41.097,2025-11-03 22:47:41.360,"1906d734-f62f-4579-9cb6-9eff50fc0e7a",eb1fec79-c338-4cfa-ae51-685c89670d53
"6f1c002d-cec8-43fb-9317-8e8c04e13d5d",Consultoria Planing,"8ed0b4fa-b722-487b-8ca5-bb69c2e54411","A Planning oferece soluções completas em consultoria contábil, tributária, societária e estratégica.",,,"","[""Totvs"",""mega"",""SAP"",""Sankhya"",""Kmm"",""Oracle"",""mxm"",""siagri"",""sienge"",""agrotis""]",,,https://planning.com.br/,2025-10-22 20:51:18.119,2025-10-22 20:51:18.801,d809aed6-e8bf-4694-8813-45034b6f04ee,"2f933d40-314e-436d-ae09-1afa8537ef7a"
"453a72ba-44d6-4174-abc7-a74d22017be8",Consultoria Tributária Especializada,c2e46ae0-50f4-47a2-97de-dcccb796448d,"A Tributariou Business Consulting oferece consultoria completa para adequação à Reforma Tributária (LC 214/2025), com foco em diagnóstico, revisão fiscal, conformidade e planejamento estratégico. O serviço alia técnica jurídica e inteligência de negócios para transformar a complexidade tributária em vantagem competitiva.",,,"","[""n/a""]",,,www.tributariou.com.br,2025-11-03 22:44:19.957,2025-11-03 22:44:20.248,"1906d734-f62f-4579-9cb6-9eff50fc0e7a","2f933d40-314e-436d-ae09-1afa8537ef7a"
"82c66420-c087-4ea5-8e7d-a42ae4088f9c",FS4YOU Consultoria,"941856ee-7e45-4345-9246-4f45233f248e","A FS4YOU é uma agência de Assessoria e Gestão de Patrocínios, que auxilia empresas a destinar seus impostos Federias, Estaduais e Municipais para causas, projetos que estejam atrelados ao seu DNA.",,,"","[""n/a""]",,,fs4you.com.br,2025-11-11 14:35:12.357,2025-11-11 14:35:12.540,"74e84483-e4b2-4b35-aa31-7e194dd3b462","2f933d40-314e-436d-ae09-1afa8537ef7a"
c647c746-670f-4aa1-b355-5639938ba945,Total Inbound,cc1e00f5-a7c3-43c6-ac26-de828981ba5b,"O SAP TOTAL INBOUND é um produto que garante o recebimento dos XML’s no ERP SAP, automatizando o processo de entrada física e fiscal de mercadorias, CTe, serviços e outros documentos.

Solução desenvolvida em ABAP, com “name space” próprio, nativo no ERP SAP ECC ou S/4 Hana , mantendo a padronização de tecnologia.",,,"","{""SAP ECC"",""SAP S/4 HANA""}",,,https://www.solutioit.com.br/sap-total-inbound,2025-11-12 14:12:19.910,2025-11-12 14:12:21.217,"55e98423-fea8-4027-a6e3-78ce6e40808b","8673e071-1348-431a-b2d6-068573eb48eb"
"1a1e8285-b2c9-423a-8885-d6835d31b1b1",Tools,"81b00b4f-92b1-4a96-ac92-14ce927efd40","A solução oferece uma experiência integrada para retificação de arquivos, comparativos inteligentes e geração de relatórios padronizados, permitindo que empresas e escritórios mantenham conformidade com agilidade e segurança.
Com interface intuitiva e recursos de automação, transforma tarefas complexas em processos simples e confiáveis, reduzindo erros e aumentando a eficiência operacional.
",,,"","{""n/a""}",,,https://www.evollux.app/,2025-12-04 01:40:11.764,2025-12-04 01:40:11.963,"20f25789-0e3d-4b4b-9432-eccfd1b11737","8673e071-1348-431a-b2d6-068573eb48eb"
"98613c37-26cd-47c5-8e42-a5a34906e51a",Monitor,"439cfdde-8952-4083-8024-46976130fe79","Plataforma para gestão integrada de documentos fiscais e certidões.
O Monitor centraliza em um único ambiente todas as informações fiscais da empresa, automatizando processos e garantindo conformidade com os órgãos reguladores.

",,,"","[""n/a""]",,,https://www.evollux.app/,2025-12-04 00:46:05.774,2025-12-04 00:46:06.023,"20f25789-0e3d-4b4b-9432-eccfd1b11737","8673e071-1348-431a-b2d6-068573eb48eb"
db1df3ea-08da-4559-b8ba-05489f166f34,LINC - Gestão Inteligente de Investimentos Sociais,"9be7f5fd-e766-4437-a14d-fe76073f9843","A LINC é uma plataforma desenvolvida para facilitar a gestão de projetos incentivados por leis de incentivo fiscal. Com uma interface intuitiva e funcionalidades estratégicas, a plataforma permite que empresas acompanhem o andamento dos projetos que apoiam e visualizem indicadores de impacto e conformidade.",,,"","[""n/a""]",,,fs4you.com.br,2025-11-11 14:58:20.453,2025-11-11 14:58:20.630,"74e84483-e4b2-4b35-aa31-7e194dd3b462","8673e071-1348-431a-b2d6-068573eb48eb"
e32b20e2-81ca-4e29-a4de-a8f9a9149c03,Prime,"60c8a08a-a720-48f9-8e27-c1b11230924c","Visão detalhada e abrangente, com insights que revelam oportunidades tributárias e previdenciárias de forma automatizada.
Trata-se de uma plataforma digital que centraliza a gestão de credenciais fiscais e autorizações eletrônicas em um ambiente seguro e integrado. Com interface moderna e intuitiva, simplifica processos complexos, elimina controles manuais e garante que todas as credenciais estejam sempre atualizadas.

",,,"","{""n/a""}",,,https://www.evollux.app/,2025-12-04 01:31:12.246,2025-12-04 01:31:12.590,"20f25789-0e3d-4b4b-9432-eccfd1b11737","8673e071-1348-431a-b2d6-068573eb48eb"
df9aa856-c06a-47c9-96ee-293259446d49,Reforma Tributária,abf70740-8dd6-4727-8b3e-1771c4a65348,"O ambiente oferece uma visão clara e estruturada dos impactos fiscais, permitindo simulações de cenários, parametrização de alíquotas e análise detalhada por item, fornecedor e cliente. 
Com interface intuitiva e recursos de automação, transforma a complexidade da legislação em informações práticas e acionáveis, facilitando o planejamento estratégico e a tomada de decisão.",,,"","{""n/a""}",,,https://www.evollux.app/,2025-12-04 01:52:35.287,2025-12-04 01:52:35.590,"20f25789-0e3d-4b4b-9432-eccfd1b11737","8673e071-1348-431a-b2d6-068573eb48eb"
"49b1110d-3e2a-4511-94f1-3920095010a8",Gerenciador de Certidões,b7869ad9-5b24-4a69-b344-ab2673defc4a,"Módulo para automatizar a consulta e renovação de mais de 200 tipos de certidões (federais, estaduais, municipais e outras), centralizando tudo em um único lugar. 
Entrega visões de status (a vencer / vencida / positiva), guarda o histórico e os PDFs, e permite exportações/relatórios para auditoria e rotinas internas.",,,"","{""N/A""}",,,https://www.taxly.com.br/,2026-03-16 16:48:57.847,2026-03-16 16:48:58.101,"9f0c0b10-3a31-4948-94f5-e3fc06529175","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
e9c6d907-6d01-4d8c-9b63-8415a62ef207,Strategy,e2a8239e-53ce-4086-81ea-2ce0420431e1,"O ROIT Strategy é um sistema de inteligência tributária projetado para orquestrar a operação real da Reforma Tributária, indo além da simples simulação para conectar dados, decisões e execução integrada. Ele realiza um diagnóstico profundo da operação, expondo impactos tributários de forma granular , item a item e fornecedor a fornecedor, enquanto antecipa efeitos no capital de giro e fluxo de caixa ao longo dos anos",,,"","[""Outros""]",,,https://www.roit.com.br/strategy,2025-10-20 15:33:29.844,2025-10-20 15:33:30.219,"0666f458-21f5-4ab0-ac85-e7bcfd03e637","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
"59c7bc92-e9c0-4a2e-b303-4a706d5f14dd",Tax Transformation as a Service (Projetos Customizáveis),"30269ef5-f514-43ae-9698-2e470afc90c0","A frente de “Tax Transformation as a Service” (ou projetos de customização) na Taxly é, na prática, quando a gente combina a plataforma (SaaS) com um modelo de projeto para desenhar, adaptar e implementar fluxos específicos do cliente — indo além do “módulo padrão”. Normalmente envolve: discovery do processo atual, prototipação/definição funcional, especificação técnica, configuração/parametrizações, integração ou automação sob medida, homologação e operação assistida (com rituais e acompanhamento)

Exemplos desse tipo de projeto com clientes da base (ou frentes correlatas de customização):

1) Gestão de Alvarás via Tax Kanban (custom workflow)

- Rollout/piloto do fluxo de alvarás usando cards no Kanban, com treinamento interno e ajustes de usabilidade/permissões/filtros para encaixar no processo real do time.

2) Projeto de XML 

- Demanda de uma área (“AP”) por um projeto de recuperação de XMLs junto à RFB, tratado como projeto paralelo/customizado, com proposta dedicada (não é “só ligar um módulo”, é escopo específico).

3) Dashboards/indicadores customizados para substituir planilhas operacionais

- Construção priorizada de gráficos e visões para migrar indicadores que hoje vivem em planilhas descentralizadas para dentro da Taxly, como parte de uma agenda de “matar o Excel” e aumentar valor percebido na expansão (com pré-requisito de sanitização de dados manuais).",,,"","{""N/A""}",,,https://www.taxly.com.br/,2026-03-17 00:44:15.188,2026-03-17 00:44:15.448,"9f0c0b10-3a31-4948-94f5-e3fc06529175","2f933d40-314e-436d-ae09-1afa8537ef7a"
dfb84050-0dc4-4ea0-9826-fcb87ad3a09b,Conta-Corrente Fiscal,"994cbd05-b779-44c4-8f0b-0b0bb8ef9576","Módulo voltado a consolidar e “estruturar” a conta-corrente fiscal (situação de débitos, pendências e inconsistências) mediante a consulta recorrente do relatório/extrato de débitos e sua transformação em um arquivo com formato acionável (para Excel). A proposta é sair do PDF/consulta manual sem abrir mão da sua manutenção em histórico, e transformar em dados organizados para priorização, acompanhamento e atuação rápida do time (ex.: o que é risco, o que é divergência, o que exige ação).",,,"","{""N/A""}",,,https://www.taxly.com.br/,2026-03-17 00:16:48.491,2026-03-17 00:16:48.786,"9f0c0b10-3a31-4948-94f5-e3fc06529175","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
"9eeaa47a-9b3f-4ce6-926e-900d617518a0",Caixa Postal Fiscal (DTE),f4e8134c-2714-4aa0-83b1-2d5a214d43b1,"O módulo/produto de Caixa Postal Fiscal (DTE/DEC) da Taxly centraliza e automatiza o monitoramento das comunicações oficiais (intimações, notificações e avisos) que chegam nas “caixas postais” dos órgãos fiscais (ex.: e-CAC/Receita Federal e DTEs estaduais). A ideia é tirar o time do fluxo manual de “logar CNPJ por CNPJ” e ""acessar caixa de e-mail por caixa de e-mail), reduzir risco de ciência tácita/perda de prazo e dar governança sobre o que chegou, quando, quem abriu/deu ciência e como foi tratado.",,,"","{""N/A""}",,,https://www.taxly.com.br/,2026-03-17 00:47:38.010,2026-03-17 00:47:38.270,"9f0c0b10-3a31-4948-94f5-e3fc06529175","3bc326f3-6992-4d69-83a4-7ceb03b4e6c4"
